id,data_reclamacao,canal,texto_reclamacao,produto,status,categoria_oculta_gabarito
REC-2026-00466,2026-02-01,Redes Sociais,"Olha só, [Nome do Banco], a comédia de erros de vocês está ficando cada vez mais cara para MIM. E não, não estou falando do meu tempo precioso, que vocês desperdiçam como se fosse lixo, mas sim daquela cobrança ABOMINÁVEL de ""pacote de serviços"" que surgiu na minha conta corrente. De novo.

É sério que vocês ainda não entenderam como funciona a relação com um cliente como eu? Aquele que movimenta mais dinheiro na conta do que o salário de um pequeno país, que tem todos os investimentos, seguros, cartões e até o cafezinho pago com vocês há *décadas*? Aquele que o gerente geral vem pessoalmente cumprimentar no almoço de fim de ano? Pois bem, esse cliente, que deveria ser tratado como realeza (e convenhamos, sou), está sendo cobrado por um pacote básico de serviços que, por contrato – sim, eu leio os contratos, diferente de alguns funcionários de vocês –, deveria ser isento. VITALÍCIO. SEMPRE.

Não é a primeira vez que essa piada sem graça aparece no meu extrato, e a cada vez eu me pergunto: a equipe de vocês é composta por estagiários recém-saídos do berçário? Ou é um teste para ver até onde vai a minha paciência antes que eu simplesmente transfira todo o meu império financeiro para a concorrência? Porque, acreditem, eles estão de braços abertos, oferecendo tapetes vermelhos e champanhe, não tarifas ridículas.

A cereja do bolo foi a minha ""tentativa"" de resolver isso pelo SAC. Ah, o SAC! Aquele limbo onde a esperança morre e a sanidade entra em colapso. Passei mais de quarenta minutos ouvindo uma musiquinha de elevador que me fez questionar minhas escolhas de vida, para depois ser atendido por alguém que mal sabia soletrar o próprio nome, quanto mais entender o que é uma ""isenção de tarifa VIP"". Fui transferido três vezes, cada atendente mais confuso que o outro, até que um deles, com a audácia de um rato faminto, sugeriu que eu ""revisasse meu pacote de serviços"". REVISAR? Querido, eu não ""reviso"" meu pacote, eu *tenho* um tratamento exclusivo que não deveria sequer *ver* essas cobranças patéticas.

É constrangedor para mim ter que vir a público (em pleno século XXI, vejam bem!) para exigir o óbvio. Vocês não estão lidando com um cliente qualquer que aceita qualquer migalha. Estão lidando com alguém que espera excelência e que, francamente, já está cansado da mediocridade do serviço de vocês.

Quero essa cobrança estornada imediatamente, e uma explicação plausível de como isso pode acontecer com um cliente do meu calibre. E não, não aceito desculpas esfarrapadas. Quero uma solução permanente e uma garantia de que essa palhaçada não vai se repetir. Ou, acreditem, vocês terão um problema muito maior do que um simples post nas redes sociais. Meu tempo vale ouro, e a reputação de vocês, pelo visto, não vale nem prata.

#CobrançaIndevida #ServiçoDeClientePéssimo #[NomeDoBanco]MePoupe #ClienteVIPIrritado #OndeEstáMeuGerenteDeVerdade",Conta Corrente,Resolvida,Cobrança Indevida
REC-2026-00467,2026-05-01,Redes Sociais,"E ae, Redes Sociais! Cês tem que me ajudar com essa bagaça aqui, pq to no limite da paciência! Meu cartão de crédito, que é da empresa de vcs, veio com uma cobrança que eu NUNCA fiz, nunca na vida! É um valor tipo 300 e poucos reais, um tal de 'Serviço Premium' ou algo assim, que apareceu do nada na fatura desse mês. Eu olhei aquilo e já gelei, pq eu num contratei nada disso, nem sei o que é esse serviço, véio! Como que pode uma coisa dessas?

Aí, beleza, primeira coisa que eu fiz foi tentar ligar pra vcs, né? E aí que começou a minha raiva de verdade! Fiquei HORAS no telefone. HORAS! Primeiro a URA chata pra caramba, depois transferiu pra um, transferiu pra outro, ninguém sabia resolver nada. Cada um falava uma coisa diferente. 'Ah, tem que falar com setor de fraudes'. 'Não, tem que ser com setor de assinaturas'. Agente joga a bola pra frente e ninguém resolve a minha p*rra de problema! Caía a ligação, tinha que ligar de novo, explicar tudo de novo desde o começo. É um desrespeito total com o meu tempo e com a minha cara!

Essa palhaçada já faz umas duas semanas e nada! A fatura tá chegando e eu vou ter que pagar por uma coisa que eu NÃO USEI, não comprei, não pedi! É um roubo, isso sim! Tô me sentindo feito de otário, sabe? Pra que que eu tenho cartão de crédito se ele vem com surpresa assim? Meu dinheiro não nasce em árvore não, viu? Tenho minhas contas pra pagar, minhas coisas, e agora mais essa dor de cabeça por causa de um erro de vcs. Eu tô estressado, perdendo meu sono, e tudo por causa dessa cobrança indevida que cês num resolvem!

Então, eu exijo que cês dêem um jeito nisso AGORA! Quero essa cobrança estornada da minha fatura o mais rápido possível e quero uma explicação de como isso foi parar lá. Não aguento mais essa enrolação, esse descaso. Eu era cliente fiel, mas depois dessa, a vontade é de cancelar tudo e nunca mais ver a cara de vcs. Dá um jeito nessa bagaça, pô! Eu quero meu dinheiro de volta e quero paz, pq a paciência aqui já esgotou faz tempo!",Cartão de Crédito,Em análise,Cobrança Indevida
REC-2026-00468,2026-10-20,Ouvidoria,A constante ineficiência operacional desta instituição resulta em prejuízos contínuos e insatisfação generalizada.,,Aberta,Produto/Serviço
REC-2026-00469,2026-04-19,Ouvidoria,"Esse cartão de crédito de vocês é tão moderno que decide por conta própria o que eu devo pagar. Nem precisa de mim, ele!",Cartão de Crédito,Aberta,Produto/Serviço
REC-2026-00470,2026-11-18,Ouvidoria,"Ouvidoria, qual a fita? Tão me cobrando um trem que não usei no cartão. Resolve essa porcaria logo, tô puto de raiva!",Cartão de Crédito,Resolvida,Cobrança Indevida
REC-2026-00471,2026-07-18,Redes Sociais,"E aí, gente? Tô revoltado com o atendimento de vocês. Faz horas que tô tentando resolver um problema na minha conta corrente e ninguém resolve nada, só me jogam de um lado pro outro. É um descaso total, preciso de uma solução AGORA!",Conta Corrente,Resolvida,Atendimento
REC-2026-00472,2026-01-07,Redes Sociais,"Esta é uma notificação formal sobre a veiculação de conduta ilícita grave, diretamente por meio desta plataforma, cujas consequências recaem sobre usuários inocentes e a própria integridade do serviço que vocês oferecem. Represento a Sra. Ana Paula Silva, cidadã que foi lesada por um esquema de fraude sofisticado, inteiramente facilitado e promovido por anúncios e perfis falsos hospedados sem qualquer fiscalização ou responsabilização adequada por parte deste canal.

No dia 12 de maio de 2024, a Sra. Silva foi impactada por um anúncio patrocinado em seu feed principal, uma publicidade que, à primeira vista, parecia legítima. O anúncio promovia um ""investimento de alta rentabilidade garantida"" supostamente vinculado a uma instituição financeira renomada, prometendo retornos financeiros extraordinários em um curto período. A linguagem era profissional, os gráficos convincentes, e a chamada para ação direcionava para uma página que emulava com perfeição o ambiente de um banco digital conhecido. A confiança foi estabelecida precisamente pela percepção de que este conteúdo havia sido filtrado e aprovado por um canal de tamanha envergadura, como o de vocês.

A Sra. Silva, buscando uma forma de complementar sua renda, clicou no anúncio e foi direcionada para um site que se apresentava como um portal de investimentos exclusivo da referida instituição bancária. O processo de ""cadastro"" solicitado envolvia a criação de uma conta e, subsequentemente, um ""depósito inicial"" para ativar o suposto investimento. Convencida pela veracidade do anúncio e do portal, a Sra. Silva realizou uma transferência Pix de uma quantia significativa de sua conta corrente pessoal para a conta indicada pelos fraudadores, acreditando estar aportando capital em um produto financeiro legítimo. O comprovante da transação foi inclusive anexado ao ""sistema"" deles.

Após a realização do depósito, a Sra. Silva passou a acompanhar o ""painel de controle"" no portal falso, que, por alguns dias, exibia supostos rendimentos crescentes, confirmando a promessa inicial e solidificando sua falsa percepção de segurança. Contudo, ao tentar realizar um saque, conforme prometido, o sistema apresentou uma série de erros, exigindo ""taxas de liberação"" adicionais e, posteriormente, bloqueando completamente o acesso da Sra. Silva à plataforma. Foi neste ponto que a Sra. Silva, ao buscar contato diretamente com o banco *real*, descobriu que havia sido vítima de um golpe elaborado. Os fundos de sua conta corrente haviam sido desviados para uma conta de terceiros, e o ""investimento"" nunca existiu.

É imperativo ressaltar que a Sra. Silva foi induzida ao erro e teve seu patrimônio comprometido *diretamente* pela falha deste canal em moderar e coibir a proliferação de conteúdo fraudulento. A publicidade enganosa, os perfis falsos e as páginas de phishing foram hospedados e impulsionados por sua plataforma, atingindo diretamente usuários como a Sra. Silva. A omissão em estabelecer mecanismos eficazes de verificação e filtragem para anúncios, especialmente aqueles que envolvem transações financeiras e contas correntes, é uma falha grave na responsabilidade social e legal que este canal detém perante seus milhões de usuários.

Exigimos uma ação imediata e decisiva. Este canal deve identificar e remover todos os anúncios, perfis e conteúdos relacionados a este esquema fraudulento, bem como quaisquer outros de natureza similar. Solicitamos uma investigação interna robusta para apurar como tal fraude conseguiu permear e ser promovida ativamente em sua plataforma. Além disso, esperamos medidas concretas para evitar reincidências, garantindo que usuários não sejam mais expostos a riscos tão elevados de segurança financeira. A inação ou a resposta inadequada por parte de vocês diante de um incidente de tamanha gravidade será interpretada como negligência e conivência com atividades criminosas, e as medidas cabíveis para proteger os interesses da Sra. Ana Paula Silva e outros potenciais lesados serão inequivocamente tomadas.",Conta Corrente,Aberta,Fraude/Segurança
REC-2026-00473,2026-10-26,SAC,"Ai, meu Deus do céu, eu não aguento mais! Alguém, por favor, me ajuda com esse banco! Eu não sei mais o que fazer, estou com a cabeça girando de tanta confusão. Eu sou a Dona Célia, e olha, a vida já é difícil pra gente que é mais velha, com tanta coisa mudando, e o banco parece que faz de propósito pra gente não conseguir resolver nada.

Eu só queria entender um lançamento na minha conta corrente, um valor que apareceu lá e eu não reconheço. Coisa simples, né? Antigamente a gente ia na agência, conversava com a moça do caixa, ela pegava o papel e resolvia. Agora não, agora é tudo ""pelo aplicativo"", ""pela internet"", ""fale com o assistente virtual"". Que assistente virtual que nada! É um robô que não entende o que a gente fala, só repete as mesmas opções e parece que ri da minha cara!

Eu comecei tentando pelo telefone, aquele número que eles dão pra gente. Digitei um, digitei dois, digitei asterisco, digitei jogo da velha... Ah, meu Deus, eu não sei se estou apertando certo! Aí a voz da moça eletrônica fala tão rápido que eu nem consigo acompanhar. Ela mandou eu instalar o aplicativo. Aplicativo? Eu mal consigo mexer no meu celular pra mandar mensagem pra minha neta! Instalei, mas não entra, pede senha, pede biometria, pede código... Qual código, meu filho? Eu não sei de código nenhum!

Depois de umas três tentativas, umas duas horas perdidas e a pressão alta, consegui falar com uma pessoa, finalmente! Mas parecia que ela estava com pressa, falando umas palavras difíceis, de banco, que a gente não entende. Eu expliquei do meu jeito, bem devagarzinho, que tinha um dinheiro que sumiu da minha conta corrente, ou apareceu, sei lá, eu só quero saber o que é. E ela ficou me pedindo pra confirmar dado, pra falar número de protocolo que eu não tinha, pra esperar na linha. Fiquei uns vinte minutos esperando e a ligação caiu. Caiu! E eu lá, de novo, sem saber o que fazer.

É uma vergonha o atendimento de vocês, viu? A gente, que é cliente há tantos anos, que sempre pagou tudo direitinho, agora fica abandonado, sem ninguém pra ajudar de verdade. Eu não estou pedindo favor, é meu dinheiro! E eu só queria que alguém tivesse paciência pra me explicar o que está acontecendo com a minha conta. Não é possível que não tenha um jeito mais simples pra gente.

Por favor, por favor mesmo, alguém pode me ajudar? Não me manda pro aplicativo de novo, não me manda pro robô. Alguém que seja de carne e osso, que entenda a gente e tenha um pouco de compaixão. Eu só quero resolver isso da minha conta corrente e não ter que passar por esse desespero todo de novo. É pedir muito?

Dona Célia.",Conta Corrente,Aberta,Atendimento
REC-2026-00474,2026-06-26,Redes Sociais,"Olha, Banco (ou quem quer que seja o responsável por essa bagunça), eu tô escrevendo isso aqui porque já perdi a paciência de vez. Eu sou um trabalhador, ralo todo dia pra ganhar meu dinheiro, e vocês ficam me cobrando umas taxas absurdas que eu nunca pedi nem autorizei. Isso é um desrespeito sem tamanho!

Minha história com vocês é um inferno. Abri minha conta corrente faz uns dois anos, e na época o gerente me vendeu a ideia de um pacote de serviços essencial, que era pra ser gratuito, ou com uma taxa mínima ridícula, que mal faria diferença. Me juraram de pé junto que não ia ter dor de cabeça, que era o pacote perfeito pro meu perfil de uso, que não ia ter surpresa. Pois bem, nos primeiros meses, tudo ok, conforme o prometido.

Mas de uns oito meses pra cá, começou a aparecer uma tal de ""Tarifa Pacote Essencial Plus"" ou sei lá que nome esquisito, no valor de R$ 35,00 todo santo mês! R$ 35,00 pra quem ganha salário mínimo e tem conta pra pagar, faz uma falta danada! Não é trocado, não é merreca! É dinheiro que eu suo pra conseguir.

Quando vi a primeira vez, pensei: ""ué, deve ser engano"". Liguei no atendimento de vocês. Fiquei mais de 40 minutos esperando na linha, ouvindo musiquinha chata, que parecia mais uma tortura. Quando finalmente fui atendido, a moça disse que ia verificar, que era ""um erro de sistema"", e que o estorno ia ser feito e a cobrança cancelada. Acreditamos, né? Mês seguinte: LÁ ESTAVA A COBRANÇA DE NOVO! Mais R$ 35,00 sumindo da minha conta, como se fosse um buraco negro engolindo meu salário.

Liguei de novo. Outro atendente. Outra espera infernal. Outra promessa vazia. E assim foi por meses! Já devo ter ligado umas cinco ou seis vezes! Cada hora um diz uma coisa diferente: um fala que eu assinei o pacote, o que é mentira deslavada; outro fala que é o pacote mais básico e que não tem como tirar; outro fala que vai estornar e a taxa continua lá, firme e forte, zombando da minha cara. Teve uma vez que me disseram pra ir na agência resolver, que por telefone não dava mais. Fui! Peguei fila, perdi meio dia de trabalho, gastei com passagem. A gerente da agência olhou, olhou, fez um monte de coisa no computador e disse que ""resolveu"". Adivinha? No mês seguinte, TÁ LÁ DE NOVO O DESCONTO! É inacreditável!

Isso não é só R$ 35,00. Isso é um roubo mensal, é o dinheiro do meu pão, da minha passagem, da minha conta de luz, da comida dos meus filhos que tá indo embora por uma coisa que eu não pedi e que vocês insistem em cobrar! Eu não sou bobo! Não tem condição de um banco desse porte ficar enganando o cliente assim, fazendo a gente de palhaço, correndo atrás de um problema que vocês criaram. Eu só quero o que é meu por direito. Quero o estorno de todos esses meses que vocês me cobraram indevidamente e quero que PAREM de me cobrar essa taxa de uma vez por todas. É um absurdo, é uma palhaçada! Eu tô cansado de ser feito de trouxa! Resolvam isso logo ou a paciência vai acabar de vez!",Conta Corrente,Em análise,Cobrança Indevida
REC-2026-00475,2026-08-31,SAC,"Esta comunicação formaliza uma reclamação irrefutável e grave contra a instituição, decorrente da flagrante falha na prestação de serviços de atendimento e da negligência reiterada na resolução de um problema básico envolvendo o produto Cartão de Crédito, de titularidade de meu cliente, o Dr. Augusto Teixeira.

Desde 5 de abril de 2024, meu cliente tem sido vítima de um erro sistêmico de cobrança em seu Cartão de Crédito final 7890, emitido por esta instituição. A fatura referente ao mês de março, devidamente paga, foi misteriosamente replicada e cobrada novamente na fatura de abril, gerando um débito indevido de R$ 1.575,30. Esta é uma falha elementar que deveria ser corrigida com presteza e competência. Contudo, o que se sucedeu foi uma saga de descaso e ineficiência.

O primeiro contato foi realizado em 08 de abril de 2024, sob o protocolo número 20240408-XLM3K. Meu cliente, Dr. Teixeira, detalhou o problema ao atendente, que garantiu a abertura de uma contestação e a promessa de estorno em até 5 dias úteis. Cinco dias úteis se passaram sem qualquer resolução. Em vez disso, a fatura de abril permaneceu com o valor indevido.

Inconformado, o Dr. Teixeira contatou o SAC novamente em 16 de abril de 2024, protocolo 20240416-PQR7S. Desta vez, após uma espera de 27 minutos, foi informado por outro atendente que a contestação anterior não havia sido processada corretamente e que uma nova seria aberta, com a promessa de prioridade e solução em até 72 horas. Mais uma vez, palavras vazias. Não houve estorno, nem qualquer comunicação proativa por parte da instituição. A fatura de abril venceu, e meu cliente foi obrigado a pagar o valor integral, incluindo a cobrança duplicada, para evitar encargos ainda maiores e a negativação indevida de seu nome, o que configuraria um dano irreparável.

A situação atingiu um ponto crítico em 25 de abril de 2024, quando uma nova tentativa de contato (protocolo 20240425-TUV1M) resultou em uma ligação que durou 45 minutos, com o Dr. Teixeira sendo transferido entre quatro departamentos diferentes, cada um alegando não ser o responsável pela resolução da questão. A ligação foi abruptamente encerrada sem qualquer solução, sob a alegação de ""problemas técnicos"" por parte da operadora de telemarketing. Isso não é apenas uma falha no atendimento; é um desrespeito flagrante, uma perda inaceitável de tempo e uma demonstração de total desorganização interna.

A conduta desta instituição configura, no mínimo, uma falha grave na prestação de serviço, uma violação direta dos direitos do consumidor à informação clara, à resolução eficaz de problemas e ao atendimento adequado. O desprezo pela reclamação de um cliente, a ineficácia dos protocolos de atendimento e a reiteração de promessas não cumpridas causam não apenas prejuízos financeiros diretos, mas também um considerável estresse e transtorno, pela necessidade de repetidas e infrutíferas tentativas de contato.

Exijo uma intervenção imediata e efetiva. Não aceitaremos mais desculpas ou protelações. A reparação do valor cobrado indevidamente deve ser processada com máxima urgência, com o estorno direto na próxima fatura, ou mediante crédito em conta corrente, acrescido de correção monetária pelos dias em que o capital do meu cliente foi retido indevidamente por esta instituição.

Adicionalmente, aguardamos uma explicação formal e um posicionamento claro sobre as medidas corretivas que serão implementadas para que tais falhas sistêmicas e operacionais não se repitam. É imperativo que a instituição compreenda a gravidade da situação. Todos os registros desta comunicação, incluindo protocolos e datas, estão sendo devidamente documentados. A inércia ou qualquer nova tentativa de postergar a resolução deste problema resultará na imediata adoção das medidas cabíveis para a integral reparação dos prejuízos e dos danos morais experimentados por meu cliente, sem qualquer aviso prévio adicional. A responsabilidade por qualquer escalada deste incidente recairá exclusivamente sobre esta instituição.",Cartão de Crédito,Aberta,Atendimento
REC-2026-00476,2026-12-15,Redes Sociais,Minha solicitação de cancelamento da conta corrente não foi processada. Aguardo providências urgentes.,Conta Corrente,Aberta,Cancelamento
REC-2026-00477,2026-09-01,Banco Central,"Banco Central, socorro! Minha fatura do cartão de crédito veio com um monte de compra que eu não fiz, é fraude na certa. Tô desesperado, já tentei falar com o banco mas ninguém resolve e meu limite sumiu. O que eu faço, vcs podem me ajudar?",Cartão de Crédito,Em análise,Fraude/Segurança
REC-2026-00478,2026-09-09,SAC,"E aí, SAC. Vim aqui pra falar do meu cartão de crédito de vocês que é uma belezura, viu? Pensei que era pra ajudar, mas só serve pra me dar dor de cabeça com os bloqueio do nada. O limite que prometem é piada, e o app vive dando pau, que maravilha de serviço! Pelo amor, melhorem isso aí que tá osso.",Cartão de Crédito,Aberta,Produto/Serviço
REC-2026-00479,2026-05-18,Redes Sociais,"A ""solução"" de vocês para um empréstimo é o cancelamento unilateral? Aguardo a notificação formal de tal genialidade, pois meus próximos passos não serão tão informais quanto este ""serviço"".",Empréstimo,Resolvida,Cancelamento
REC-2026-00480,2026-07-28,Redes Sociais,Peguei um empréstimo mas esse site vive sumindo com as informações. Onde que eu vejo o boleto? Não entendo nada desse negócio.,Empréstimo,Resolvida,Produto/Serviço
REC-2026-00481,2026-02-03,Banco Central,"Ao Banco Central do Brasil,

Esta é uma formalização de queixa, ditada pela mais absoluta exasperação e pela constatação de um descaso institucionalizado que demanda a intervenção imediata desta autoridade monetária. A presente reclamação não se limita a um incidente isolado, mas espelha um padrão de atendimento ao cliente da mais baixa qualidade, revelando falhas sistêmicas na prestação de serviços por parte de uma instituição financeira sob a vossa direta supervisão, no que tange a um produto essencial: a Conta Corrente.

É com um profundo sentimento de ultraje que meu cliente, um correntista de longa data, tem sido submetido a uma via-crúcis de interações infrutíferas e desgastantes com a referida instituição bancária. O cerne da questão reside na absoluta incapacidade do banco em prover um suporte adequado e eficaz para questões rotineiras e fundamentais ligadas à sua conta corrente, transformando o que deveria ser um direito básico em um tormento.

O calvário teve início há semanas, quando meu cliente necessitou de assistência para uma simples operação bancária que, por um erro sistêmico ou falha de processamento interno do banco, não foi devidamente concluída. Ao buscar o canal de atendimento telefônico, o correntista foi confrontado com tempos de espera inaceitáveis, que rotineiramente ultrapassavam a marca de 30 (trinta) minutos, violando flagrantemente as regulamentações vigentes de tempo máximo de espera. Uma vez atendido, a primeira linha de suporte mostrou-se totalmente despreparada para lidar com a complexidade do problema, resultando em múltiplas transferências de ligação. Cada nova transferência significava a repetição exaustiva de toda a história, sem qualquer registro prévio ou comunicação interna eficiente entre os atendentes, demonstrando uma fragmentação inaceitável e uma falta de respeito pelo tempo e pela paciência do consumidor.

Após diversas tentativas telefônicas frustradas, nas quais promessas de retorno foram sistematicamente descumpridas e soluções paliativas se mostraram ineficazes, meu cliente foi compelido a buscar o atendimento presencial em uma agência. A expectativa era de que a interação ""face a face"" pudesse, finalmente, desatar o nó burocrático. Contudo, a experiência replicou, com ainda mais virulência, os problemas já enfrentados. A fila de espera era extensa, o número de funcionários para atendimento era insuficiente e a postura dos gerentes e atendentes, quando finalmente acessíveis, oscilava entre a indiferença e a completa falta de conhecimento sobre como proceder, ou pior, uma postura defensiva e evasiva diante da responsabilidade do banco.

Em uma das ocasiões, após horas de espera e uma narrativa detalhada da situação, meu cliente foi instruído a ""aguardar um retorno"" que nunca se materializou, sem sequer um protocolo de atendimento claro ou um prazo definido. Em outra, foi-lhe sugerido que o problema seria de sua inteira responsabilidade, imputando ao correntista a culpa por uma falha que, evidentemente, reside nos processos internos e na infraestrutura de suporte do banco. Tal atitude é não apenas desrespeitosa, mas também configura uma inversão do ônus da prova e uma tentativa de eximir-se de suas obrigações legais e contratuais.

A soma dessas experiências configura uma falha contínua e inaceitável na prestação de serviço de atendimento, afetando diretamente a capacidade de meu cliente de gerenciar sua própria conta corrente, um produto fundamental para sua vida financeira. O impacto não se resume a um mero aborrecimento; ele se estende à perda de tempo produtivo, ao estresse emocional desnecessário e à quebra de confiança em uma instituição que deveria zelar pelos interesses de seus clientes.

O que se observa é uma flagrante desconsideração pelas normas estabelecidas por esta própria autarquia e pelo Código de Defesa do Consumidor. A instituição financeira em questão demonstra uma deficiência crítica em seu Serviço de Atendimento ao Consumidor (SAC), na eficácia de sua ouvidoria (que sequer é devidamente acessível ou resolutiva em casos como este) e, principalmente, na capacitação e no controle de seus colaboradores.

Exige-se, portanto, que o Banco Central do Brasil, no exercício de sua função regulatória e fiscalizadora, tome as providências cabíveis para investigar a fundo esta reiteração de falhas no atendimento ao correntista, aplicando as sanções pertinentes e compelindo a instituição bancária a reformular urgentemente seus processos de suporte ao cliente. Não se pode admitir que um serviço tão vital quanto o bancário seja prestado com tamanha negligência e desrespeito. A integridade do sistema financeiro e a proteção do consumidor dependem da atuação firme e contundente desta autoridade. Aguardamos um posicionamento e a garantia de que medidas corretivas e punitivas serão implementadas sem delongas.",Conta Corrente,Resolvida,Atendimento
REC-2026-00482,2026-01-15,Ouvidoria,"Esta Ouvidoria tem a obrigação de resolver imediatamente a cobrança indevida referente ao empréstimo, pois a persistência deste erro será tratada com a seriedade que o caso exige.",Empréstimo,Aberta,Cobrança Indevida
REC-2026-00483,2026-01-17,Redes Sociais,"A instituição de vcs tem um atendimento pessimo. Num presta mesmo. Os problemas q tive são varios, e ninguem resolve nada. É inaceitavel essa falta de compromisso com o cliente.",,Aberta,Atendimento
REC-2026-00484,2026-07-08,Redes Sociais,"Minha conta corrente virou uma bagunça! Não consigo nem ver meu saldo, que inferno de aplicativo novo! Arrumem isso logo!",Conta Corrente,Resolvida,Produto/Serviço
REC-2026-00485,2026-07-10,Redes Sociais,"Gente, eu não aguento mais esse banco! É um absurdo o que fizeram comigo e venho aqui reclamar porque não tenho mais pra quem recorrer. Eles simplesmente CANCELARAM minha conta corrente do nada, sem aviso, sem explicação direito.

Eu sou cliente desse banco há mais de 10 anos, viu? Desde que era moleque, abri minha primeira conta pra receber meu primeiro salário. Sempre paguei minhas contas em dia, nunca tive problema, nunca deu um cheque sem fundo, nada! Sempre fui um cliente que, na minha cabeça, era bom. Tinha meu cartão de débito, fazia meus pix, recebia meu salário todo mês por lá. Era a minha vida financeira, sabe?

Aí, do nada, tento acessar meu aplicativo e nada! ""Conta bloqueada"", ""acesso negado"". Pensei que era algum erro, tentei de novo, nada. Fui sacar um dinheiro pra pagar a conta de luz, cartão não passa. Quase passei vergonha no caixa. Liguei pro atendimento e a atendente, com a maior cara de pau, me diz: ""Sua conta foi encerrada, senhor"".

Encerrada? Como assim encerrada? Eu não pedi pra encerrar nada! Perguntei o motivo, ela falou um monte de coisa técnica que eu não entendi, sobre ""análise interna"" e ""política do banco"". E o pior, sem aviso prévio! Ninguém me ligou, ninguém mandou e-mail, nenhuma notificação no app. Se mandaram, eu não vi, e deveria ser algo mais claro. Fiquei no ar, sem saber o que fazer com meu dinheiro que estava lá dentro, sem acesso a ele pra nada!

Minha conta é onde eu recebo meu salário, é onde eu pago minhas contas de água, luz, aluguel, tudo! Como é que eu faço agora? Eu tenho que ir atrás de outro banco, abrir conta do zero, mudar o depósito do salário, atualizar tudo. É uma burocracia desgraçada que eu, que trabalho o dia inteiro, não tenho tempo nem paciência pra resolver. Eu dependo dessa conta pra viver, pra pagar minhas coisas e sustentar minha família, pô!

É um descaso total com o cliente, com a pessoa que confia no banco pra guardar o dinheiro suado do trabalho. Parece que eles podem fazer o que quiser e a gente que se vire. Eu só quero uma explicação de verdade, não essas respostas prontas de ""política interna"". E, principalmente, quero que parem de fazer isso com as pessoas. É inaceitável. Me sinto lesado, traído por um banco que sempre confiei. Tô aqui pra ver se alguém da direção desse banco enxerga o que eles fazem com a gente, cliente simples, que só quer ter sua vida em ordem.",Conta Corrente,Resolvida,Cancelamento
REC-2026-00486,2026-06-29,Banco Central,"QUE RAIVA! Esse banco tá me fazendo de palhaço com esse empréstimo. Fiz a solicitação dia 10 e até agora NADA do dinheiro cair, mas a primeira parcela já tá pra vencer! Meu CPF é 456.789.123-01. RESOLVAM ISSO AGORA, não dá pra esperar!",Empréstimo,Aberta,Outros
REC-2026-00487,2026-01-15,Redes Sociais,"Exijo solução imediata para a falha no atendimento referente ao meu cartão de crédito, ou esta empresa enfrentará as devidas ações legais junto ao Banco Central.",Cartão de Crédito,Aberta,Atendimento
